Username,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Risk,Loyalty_Segment,Risk_Code,Loyalty_Code
rizwan,5,2,1100,4,2,3,423,9,Green,New,1,1
rlfrk123,20,1,10,2,1,1,211,4,Green,Casual Players,1,0
rmazzara,30,16,1754,1,4,3,143,8,Amber,Casual Players,2,0
rmic4,11,2,3200,3,2,3,323,8,Green,Casual Players,1,0
roNgGoLaWe,1,42,364,4,4,2,442,10,Green,Loyal Customers,1,2
roadbet,33,20,38756,1,4,4,144,9,Red,Casual Players,3,0
robsny,7,23,374,3,4,2,342,9,Green,Loyal Customers,1,2
robyxkz,2,1,500,4,1,2,412,7,Green,New,1,1
robzilla,31,3,2484,1,2,3,123,6,Green,Casual Players,1,0
rockoo,2,12,296,4,4,2,442,10,Green,Loyal Customers,1,2
rockyroad,29,1,150,1,1,2,112,4,Green,Casual Players,1,0
rodrigos,21,1,25,2,1,1,211,4,Green,Casual Players,1,0
rogie07,6,1,1000,3,1,3,313,7,Green,Casual Players,1,0
rohith_neria,27,1,50,2,1,1,211,4,Green,Casual Players,1,0
rokkpowers,1,39,101172,4,4,4,444,12,Green,VIP,1,3
rokshuter,22,1,5000,2,1,3,213,6,Green,Casual Players,1,0
roman761,13,1,125,3,1,2,312,6,Green,Casual Players,1,0
romanovkipish1,1,11,56,4,4,1,441,9,Green,Loyal Customers,1,2
romkavoitov,6,52,3061,3,4,3,343,10,Amber,Loyal Customers,2,2
ronnytga,12,6,7401,3,3,4,334,10,Amber,Casual Players,2,0
rony9998,4,1,50,4,1,1,411,6,Green,New,1,1
rosenkilde,7,5,33801,3,3,4,334,10,Amber,Casual Players,2,0
rottor29,2,98,2415,4,4,3,443,11,Green,Loyal Customers,1,2
rovaz,1,69,262,4,4,2,442,10,Green,Loyal Customers,1,2
rrrrrrrr,2,18,2458,4,4,3,443,11,Green,Loyal Customers,1,2
rsf,18,41,1043,2,4,3,243,9,Amber,Casual Players,2,0
rsf3,32,25,162,1,4,2,142,7,Green,Casual Players,1,0
rtpsquad,1,3,283600,4,2,4,424,10,Green,New,1,1
rudelyn,6,10,928,3,3,3,333,9,Amber,Casual Players,2,0
rudi7834,26,12,95,2,4,1,241,7,Green,Casual Players,1,0
rue,23,1,100000,2,1,4,214,7,Green,Casual Players,1,0
rugg43,33,1,15,1,1,1,111,3,Green,Casual Players,1,0
ruka57,40,1,300,1,1,2,112,4,Green,Casual Players,1,0
runell,3,2,20023,4,2,4,424,10,Green,New,1,1
runitrightnow,2,48,11556,4,4,4,444,12,Green,VIP,1,3
runitrightnow2,7,3,150,3,2,2,322,7,Green,Casual Players,1,0
ruper,21,10,17,2,3,1,231,6,Green,Casual Players,1,0
rwrig,15,2,8000,3,2,4,324,9,Green,Casual Players,1,0
ryanallen,3,1,5000,4,1,3,413,8,Green,New,1,1
ryanbautista97,17,3,18801,2,2,4,224,8,Green,Casual Players,1,0
ryand8,22,3,3,2,2,1,221,5,Green,Casual Players,1,0
ryantaenamo,27,1,100,2,1,1,211,4,Green,Casual Players,1,0
ryona,4,2,1200,4,2,3,423,9,Green,New,1,1
ryosmk,37,1,2,1,1,1,111,3,Green,Casual Players,1,0
s124354,39,11,19873,1,4,4,144,9,Red,Casual Players,3,0
s3cr3t1,24,68,28146,2,4,4,244,10,Red,Casual Players,3,0
s3zy,3,1,300,4,1,2,412,7,Green,New,1,1
saha1974,17,10,23,2,3,1,231,6,Green,Casual Players,1,0
salavatbit,15,1,500,3,1,2,312,6,Green,Casual Players,1,0
salemsale,33,1,30000,1,1,4,114,6,Green,Casual Players,1,0
salongdartist,41,1,20000,1,1,4,114,6,Green,Casual Players,1,0
sam20sam,32,1,800,1,1,2,112,4,Green,Casual Players,1,0
sam4u4ever,8,12,24550,3,4,4,344,11,Amber,Loyal Customers,2,2
samehere,29,1,3000,1,1,3,113,5,Green,Casual Players,1,0
samgriff,11,1,1000,3,1,3,313,7,Green,Casual Players,1,0
samoyo,2,1,1400,4,1,3,413,8,Green,New,1,1
sanio1976,2,28,2287,4,4,3,443,11,Green,Loyal Customers,1,2
saniok999,2,23,5690,4,4,4,444,12,Green,VIP,1,3
sanjiku,7,6,602,3,3,2,332,8,Green,Casual Players,1,0
sanko11989,17,1,10,2,1,1,211,4,Green,Casual Players,1,0
sanorita,1,1,5,4,1,1,411,6,Green,New,1,1
sanya1206,1,3,180,4,2,2,422,8,Green,New,1,1
sanya58,26,2,13,2,2,1,221,5,Green,Casual Players,1,0
sanya777,10,29,647,3,4,2,342,9,Green,Loyal Customers,1,2
saqib114,14,44,6767,3,4,4,344,11,Amber,Loyal Customers,2,2
sarah10,22,5,20563,2,3,4,234,9,Amber,Casual Players,2,0
saree,6,11,11,3,4,1,341,8,Green,Loyal Customers,1,2
sarmat545,30,59,3140,1,4,3,143,8,Amber,Casual Players,2,0
sashakinglet,1,2,2,4,2,1,421,7,Green,New,1,1
sashasas_002,6,12,423,3,4,2,342,9,Green,Loyal Customers,1,2
sayar,13,1,100,3,1,1,311,5,Green,Casual Players,1,0
saymox,21,1,2,2,1,1,211,4,Green,Casual Players,1,0
scam,13,3,3,3,2,1,321,6,Green,Casual Players,1,0
scania,39,2,300,1,2,2,122,5,Green,Casual Players,1,0
scbeachbum,40,1,350,1,1,2,112,4,Green,Casual Players,1,0
sccot45,16,3,4750,2,2,3,223,7,Green,Casual Players,1,0
sce919,33,1,480000,1,1,4,114,6,Green,Casual Players,1,0
schlopdog7,26,2,177,2,2,2,222,6,Green,Casual Players,1,0
scooper,9,3,17,3,2,1,321,6,Green,Casual Players,1,0
scorpions78,1,3,8,4,2,1,421,7,Green,New,1,1
scorpuce,22,32,35457,2,4,4,244,10,Red,Casual Players,3,0
scuczu,27,8,2416,2,3,3,233,8,Amber,Casual Players,2,0
sdhaliwal,20,2,700,2,2,2,222,6,Green,Casual Players,1,0
sdy7777,1,74,247898,4,4,4,444,12,Green,VIP,1,3
searchthel0ve,31,5,270,1,3,2,132,6,Green,Casual Players,1,0
seem,28,3,38,2,2,1,221,5,Green,Casual Players,1,0
sega55,12,38,1961,3,4,3,343,10,Amber,Loyal Customers,2,2
segajar,9,1,100,3,1,1,311,5,Green,Casual Players,1,0
segajar1982,14,10,735,3,3,2,332,8,Green,Casual Players,1,0
selieltga14,13,2,4100,3,2,3,323,8,Green,Casual Players,1,0
seljalex77,21,1,5000,2,1,3,213,6,Green,Casual Players,1,0
ser7Jg,14,8,1015,3,3,3,333,9,Amber,Casual Players,2,0
serega111,20,1,12,2,1,1,211,4,Green,Casual Players,1,0
serega6996,27,2,3,2,2,1,221,5,Green,Casual Players,1,0
seregaf23,17,2,300,2,2,2,222,6,Green,Casual Players,1,0
seregass,28,20,101,2,4,2,242,8,Green,Casual Players,1,0
serejagans,28,1,4,2,1,1,211,4,Green,Casual Players,1,0
serg2303,36,3,3,1,2,1,121,4,Green,Casual Players,1,0
serg53,1,65,3380,4,4,3,443,11,Green,Loyal Customers,1,2
serg611,1,94,47954,4,4,4,444,12,Green,VIP,1,3
sergei198723,1,5,25,4,3,1,431,8,Green,Casual Players,1,0
sergunguz,1,142,7471,4,4,4,444,12,Green,VIP,1,3
serndippity,27,3,626,2,2,2,222,6,Green,Casual Players,1,0
sesam,30,8,10349,1,3,4,134,8,Amber,Casual Players,2,0
setco,1,165,1170,4,4,3,443,11,Green,Loyal Customers,1,2
sfast,1,156,2933,4,4,3,443,11,Green,Loyal Customers,1,2
sh5427,24,8,4289,2,3,3,233,8,Amber,Casual Players,2,0
shado,32,2,552,1,2,2,122,5,Green,Casual Players,1,0
shadowbot,29,1,1000,1,1,3,113,5,Green,Casual Players,1,0
shaheer1,28,3,1700,2,2,3,223,7,Green,Casual Players,1,0
shamarafixer,35,1,1,1,1,1,111,3,Green,Casual Players,1,0
shaniaga,4,3,6,4,2,1,421,7,Green,New,1,1
shantalming,39,2,3000,1,2,3,123,6,Green,Casual Players,1,0
shanz,9,3,20072,3,2,4,324,9,Green,Casual Players,1,0
sharethi,30,49,666,1,4,2,142,7,Green,Casual Players,1,0
sharprimage,31,9,1785,1,3,3,133,7,Amber,Casual Players,2,0
sharprimagefunds,38,2,52,1,2,1,121,4,Green,Casual Players,1,0
shashel7,39,1,20,1,1,1,111,3,Green,Casual Players,1,0
shawnw528,4,3,51953,4,2,4,424,10,Green,New,1,1
shee-,32,3,190,1,2,2,122,5,Green,Casual Players,1,0
sheerracing,30,9,3981,1,3,3,133,7,Amber,Casual Players,2,0
shekhar282,26,1,200,2,1,2,212,5,Green,Casual Players,1,0
shekspir,20,7,79,2,3,1,231,6,Green,Casual Players,1,0
shelma,2,7,5700,4,3,4,434,11,Green,Casual Players,1,0
sherstein,4,9,15232,4,3,4,434,11,Green,Casual Players,1,0
shiela30,32,6,19,1,3,1,131,5,Green,Casual Players,1,0
shinpogi,9,13,7925,3,4,4,344,11,Amber,Loyal Customers,2,2
shmitex,4,5,24,4,3,1,431,8,Green,Casual Players,1,0
shon67,3,3,180,4,2,2,422,8,Green,New,1,1
shot_,17,21,2503,2,4,3,243,9,Amber,Casual Players,2,0
shreya,25,4,10000,2,3,4,234,9,Amber,Casual Players,2,0
shrooms,33,1,1,1,1,1,111,3,Green,Casual Players,1,0
shsh,1,16,28748,4,4,4,444,12,Green,VIP,1,3
shubham,35,1,10,1,1,1,111,3,Green,Casual Players,1,0
siadman,5,2,1500,4,2,3,423,9,Green,New,1,1
siamaks,8,11,8162,3,4,4,344,11,Amber,Loyal Customers,2,2
sidd,34,2,8000,1,2,4,124,7,Green,Casual Players,1,0
sidik48,4,11,62,4,4,1,441,9,Green,Loyal Customers,1,2
sile57,1,1,10,4,1,1,411,6,Green,New,1,1
silverrabid,5,1,1000,4,1,3,413,8,Green,New,1,1
simas,1,128,1357,4,4,3,443,11,Green,Loyal Customers,1,2
simku2300,15,68,62391,3,4,4,344,11,Amber,Loyal Customers,2,2
sin,23,2,10,2,2,1,221,5,Green,Casual Players,1,0
sincorp,7,43,56938,3,4,4,344,11,Amber,Loyal Customers,2,2
sine730,28,1,1400,2,1,3,213,6,Green,Casual Players,1,0
sinertex,19,4,131,2,3,2,232,7,Green,Casual Players,1,0
sintegra,30,56,623,1,4,2,142,7,Green,Casual Players,1,0
sintez13,23,21,238,2,4,2,242,8,Green,Casual Players,1,0
sinxmhew,26,5,1530,2,3,3,233,8,Amber,Casual Players,2,0
siro60,41,1,2120,1,1,3,113,5,Green,Casual Players,1,0
siroj88,25,3,33,2,2,1,221,5,Green,Casual Players,1,0
sirssmokes,23,25,15121,2,4,4,244,10,Red,Casual Players,3,0
sis30533,28,2,10000,2,2,4,224,8,Green,Casual Players,1,0
sixdev,18,1,358,2,1,2,212,5,Green,Casual Players,1,0
sizeopt,29,52,503,1,4,2,142,7,Green,Casual Players,1,0
sk8,17,1,2000,2,1,3,213,6,Green,Casual Players,1,0
skalim,38,1,1,1,1,1,111,3,Green,Casual Players,1,0
skam93,5,3,3,4,2,1,421,7,Green,New,1,1
skater24,15,5,5755,3,3,4,334,10,Amber,Casual Players,2,0
skater25,28,1,2,2,1,1,211,4,Green,Casual Players,1,0
skiffinpro,31,1,3,1,1,1,111,3,Green,Casual Players,1,0
skillfaker1,7,3,2500,3,2,3,323,8,Green,Casual Players,1,0
skitaila03,20,1,1,2,1,1,211,4,Green,Casual Players,1,0
sksehsdmfEkfRjdi,33,1,4000,1,1,3,113,5,Green,Casual Players,1,0
skyer,1,20,36200,4,4,4,444,12,Green,VIP,1,3
skyline_king88,36,5,500,1,3,2,132,6,Green,Casual Players,1,0
slammin,27,26,742,2,4,2,242,8,Green,Casual Players,1,0
slapped,1,10,264,4,3,2,432,9,Green,Casual Players,1,0
slavitew,1,150,9336,4,4,4,444,12,Green,VIP,1,3
slayermetal,1,1,6,4,1,1,411,6,Green,New,1,1
sleepor,29,36,433,1,4,2,142,7,Green,Casual Players,1,0
slepachok,2,15,12702,4,4,4,444,12,Green,VIP,1,3
slip,1,2,705,4,2,2,422,8,Green,New,1,1
sliper8888,31,1,1,1,1,1,111,3,Green,Casual Players,1,0
slon21,3,30,78,4,4,1,441,9,Green,Loyal Customers,1,2
slothz1,26,2,3000,2,2,3,223,7,Green,Casual Players,1,0
smerfetka118,9,2,12,3,2,1,321,6,Green,Casual Players,1,0
smh4671,1,5,79,4,3,1,431,8,Green,Casual Players,1,0
smileyjiminez,1,27,152670,4,4,4,444,12,Green,VIP,1,3
sminoffp,31,3,7,1,2,1,121,4,Green,Casual Players,1,0
smvm,30,42,341,1,4,2,142,7,Green,Casual Players,1,0
snajper,6,7,133,3,3,2,332,8,Green,Casual Players,1,0
snajper2,6,14,37,3,4,1,341,8,Green,Loyal Customers,1,2
snock,8,2,2000,3,2,3,323,8,Green,Casual Players,1,0
soap,2,1,400,4,1,2,412,7,Green,New,1,1
sofaking,10,29,57503,3,4,4,344,11,Amber,Loyal Customers,2,2
sofuch,9,42,710,3,4,2,342,9,Green,Loyal Customers,1,2
soleymansd,33,5,2120,1,3,3,133,7,Amber,Casual Players,2,0
solo121,21,7,1456,2,3,3,233,8,Amber,Casual Players,2,0
sololife,8,1,11,3,1,1,311,5,Green,Casual Players,1,0
solomon666,20,1,2,2,1,1,211,4,Green,Casual Players,1,0
sonick,5,1,60,4,1,1,411,6,Green,New,1,1
sonixxxx,38,9,1088,1,3,3,133,7,Amber,Casual Players,2,0
sony_,5,2,150,4,2,2,422,8,Green,New,1,1
sonyama,4,4,16,4,3,1,431,8,Green,Casual Players,1,0
sortegrande,17,3,1099,2,2,3,223,7,Green,Casual Players,1,0
sosaveli,31,22,4006,1,4,3,143,8,Amber,Casual Players,2,0
soytthe,30,63,575,1,4,2,142,7,Green,Casual Players,1,0
sparrowbear,29,2,20000,1,2,4,124,7,Green,Casual Players,1,0
spartanshield,5,1,7,4,1,1,411,6,Green,New,1,1
speculyant777,8,67,3347,3,4,3,343,10,Amber,Loyal Customers,2,2
spennytimm14,16,1,100,2,1,1,211,4,Green,Casual Players,1,0
spiker42,29,33,1137,1,4,3,143,8,Amber,Casual Players,2,0
spikers13,38,1,5238,1,1,3,113,5,Green,Casual Players,1,0
splargy,6,1,500,3,1,2,312,6,Green,Casual Players,1,0
spogdna,13,16,11771,3,4,4,344,11,Amber,Loyal Customers,2,2
spoor,23,3,398,2,2,2,222,6,Green,Casual Players,1,0
spy,12,1,6000,3,1,4,314,8,Green,Casual Players,1,0
sqrt,11,15,2472,3,4,3,343,10,Amber,Loyal Customers,2,2
squashmaster,22,1,1000,2,1,3,213,6,Green,Casual Players,1,0
squilliam,12,2,14000,3,2,4,324,9,Green,Casual Players,1,0
squirtle21,9,2,1550,3,2,3,323,8,Green,Casual Players,1,0
sr44,22,58,131,2,4,2,242,8,Green,Casual Players,1,0
srd4,10,2,8,3,2,1,321,6,Green,Casual Players,1,0
srp1710,23,3,1177,2,2,3,223,7,Green,Casual Players,1,0
ss20,37,9,48,1,3,1,131,5,Green,Casual Players,1,0
ssb2125,14,71,234438,3,4,4,344,11,Amber,Loyal Customers,2,2
sshdontthankme,25,83,1869,2,4,3,243,9,Amber,Casual Players,2,0
sss1012,2,111,3088,4,4,3,443,11,Green,Loyal Customers,1,2
sstt,20,3,1709,2,2,3,223,7,Green,Casual Players,1,0
stacksmogin,20,13,5151,2,4,3,243,9,Amber,Casual Players,2,0
staffika,17,29,521,2,4,2,242,8,Green,Casual Players,1,0
stainless88,1,15,673,4,4,2,442,10,Green,Loyal Customers,1,2
standy89,16,23,48279,2,4,4,244,10,Red,Casual Players,3,0
stanga,17,21,11097,2,4,4,244,10,Red,Casual Players,3,0
stanislav107,4,5,2140,4,3,3,433,10,Green,Casual Players,1,0
starmaggedon,8,13,7555,3,4,4,344,11,Amber,Loyal Customers,2,2
stas01,1,13,12193,4,4,4,444,12,Green,VIP,1,3
stasis,15,1,60,3,1,1,311,5,Green,Casual Players,1,0
stealthisGates,31,2,2,1,2,1,121,4,Green,Casual Players,1,0
steambotvanilla,9,12,3534,3,4,3,343,10,Amber,Loyal Customers,2,2
stefakk,31,1,1,1,1,1,111,3,Green,Casual Players,1,0
stell4r,1,123,1035,4,4,3,443,11,Green,Loyal Customers,1,2
stephenchu888,26,7,4000,2,3,3,233,8,Amber,Casual Players,2,0
steveavramidis2,11,1,31,3,1,1,311,5,Green,Casual Players,1,0
stevemoley,1,25,6173301,4,4,4,444,12,Green,VIP,1,3
stimorol,29,7,1020,1,3,3,133,7,Amber,Casual Players,2,0
stingrey072,3,2,30,4,2,1,421,7,Green,New,1,1
stitchmark,17,14,54531,2,4,4,244,10,Red,Casual Players,3,0
stixzay,34,1,53,1,1,1,111,3,Green,Casual Players,1,0
stop3,14,23,8908,3,4,4,344,11,Amber,Loyal Customers,2,2
stophard,38,2,431,1,2,2,122,5,Green,Casual Players,1,0
storepaypal,4,4,24,4,3,1,431,8,Green,Casual Players,1,0
stormak,7,1,20,3,1,1,311,5,Green,Casual Players,1,0
storrealba,2,56,2957,4,4,3,443,11,Green,Loyal Customers,1,2
str9,10,2,20000,3,2,4,324,9,Green,Casual Players,1,0
stresmatic,37,3,60571,1,2,4,124,7,Green,Casual Players,1,0
stringesco,30,40,480,1,4,2,142,7,Green,Casual Players,1,0
stuballs,1,22,419,4,4,2,442,10,Green,Loyal Customers,1,2
studentASD,22,1,10,2,1,1,211,4,Green,Casual Players,1,0
stumpen93,38,1,1000,1,1,3,113,5,Green,Casual Players,1,0
stunning1337,9,1,500,3,1,2,312,6,Green,Casual Players,1,0
subotaih,20,7,289,2,3,2,232,7,Green,Casual Players,1,0
subsube,25,1,16412,2,1,4,214,7,Green,Casual Players,1,0
sugarrolls,34,2,6,1,2,1,121,4,Green,Casual Players,1,0
sui_gene_ris,37,11,10659,1,4,4,144,9,Red,Casual Players,3,0
suk2394715,39,4,74,1,3,1,131,5,Green,Casual Players,1,0
sukanobita,10,10,574,3,3,2,332,8,Green,Casual Players,1,0
sukumarkutagulla,14,7,244885,3,3,4,334,10,Amber,Casual Players,2,0
suli220390,1,27,167,4,4,2,442,10,Green,Loyal Customers,1,2
sumarial,30,50,452,1,4,2,142,7,Green,Casual Players,1,0
sumrak,41,1,15,1,1,1,111,3,Green,Casual Players,1,0
sunaisded,29,1,1000,1,1,3,113,5,Green,Casual Players,1,0
supergreen2016,3,1,2000,4,1,3,413,8,Green,New,1,1
supernatural,2,1,300,4,1,2,412,7,Green,New,1,1
suqreme,40,1,5,1,1,1,111,3,Green,Casual Players,1,0
suri,5,86,85297,4,4,4,444,12,Green,VIP,1,3
susan_4000,21,4,1535,2,3,3,233,8,Amber,Casual Players,2,0
suzuran,18,7,8553,2,3,4,234,9,Amber,Casual Players,2,0
sve,3,10,13,4,3,1,431,8,Green,Casual Players,1,0
svr712,20,1,10000,2,1,4,214,7,Green,Casual Players,1,0
swagdudeyolo123,4,64,17978,4,4,4,444,12,Green,VIP,1,3
swagdudeyolo1234,6,2,46,3,2,1,321,6,Green,Casual Players,1,0
swagdudeyolo223,1,21,12309,4,4,4,444,12,Green,VIP,1,3
swelte99,14,3,272,3,2,2,322,7,Green,Casual Players,1,0
swetharichie,3,5,14,4,3,1,431,8,Green,Casual Players,1,0
swiebervos12,19,1,1,2,1,1,211,4,Green,Casual Players,1,0
swiggy,20,2,150,2,2,2,222,6,Green,Casual Players,1,0
swoon1982,16,2,1100,2,2,3,223,7,Green,Casual Players,1,0
synergy,15,6,1556,3,3,3,333,9,Amber,Casual Players,2,0
szymko307,16,4,17,2,3,1,231,6,Green,Casual Players,1,0
tahaege,19,20,63651,2,4,4,244,10,Red,Casual Players,3,0
tailco,34,18,365,1,4,2,142,7,Green,Casual Players,1,0
tanlam,1,9,459,4,3,2,432,9,Green,Casual Players,1,0
tannerl22,41,1,150,1,1,2,112,4,Green,Casual Players,1,0
tarek22,11,1,700,3,1,2,312,6,Green,Casual Players,1,0
tarina,5,113,11398,4,4,4,444,12,Green,VIP,1,3
tasa2991,39,2,14,1,2,1,121,4,Green,Casual Players,1,0
tatiana31,4,45,20503,4,4,4,444,12,Green,VIP,1,3
tatjana270707,12,76,95721,3,4,4,344,11,Amber,Loyal Customers,2,2
tatrod129,28,1,10,2,1,1,211,4,Green,Casual Players,1,0
taurus,2,5,2700,4,3,3,433,10,Green,Casual Players,1,0
tavares321,39,4,50,1,3,1,131,5,Green,Casual Players,1,0
taya201,37,1,50,1,1,1,111,3,Green,Casual Players,1,0
tbid,2,4,1200,4,3,3,433,10,Green,Casual Players,1,0
tcc,41,1,222000,1,1,4,114,6,Green,Casual Players,1,0
tchoob,10,3,57500,3,2,4,324,9,Green,Casual Players,1,0
tehvelvet,9,9,168,3,3,2,332,8,Green,Casual Players,1,0
telek,24,52,1507,2,4,3,243,9,Amber,Casual Players,2,0
telesena,40,3,236,1,2,2,122,5,Green,Casual Players,1,0
tema1978,31,2,100,1,2,1,121,4,Green,Casual Players,1,0
tema2802,32,4,40,1,3,1,131,5,Green,Casual Players,1,0
terco,27,43,47070,2,4,4,244,10,Red,Casual Players,3,0
terrion,16,1,1000,2,1,3,213,6,Green,Casual Players,1,0
terrion1,10,1,100,3,1,1,311,5,Green,Casual Players,1,0
terriri,28,44,39642,2,4,4,244,10,Red,Casual Players,3,0
terriri2,26,33,16736,2,4,4,244,10,Red,Casual Players,3,0
terriri3,39,1,120,1,1,2,112,4,Green,Casual Players,1,0
terrormafia,29,17,38,1,4,1,141,6,Green,Casual Players,1,0
terter,27,1,223,2,1,2,212,5,Green,Casual Players,1,0
testaccount__,34,1,196,1,1,2,112,4,Green,Casual Players,1,0
tgb123,14,1,10,3,1,1,311,5,Green,Casual Players,1,0
thajuggla,2,24,19478,4,4,4,444,12,Green,VIP,1,3
thanksGOD,30,8,1500,1,3,3,133,7,Amber,Casual Players,2,0
tharey,19,1,12,2,1,1,211,4,Green,Casual Players,1,0
thatboredguy999,1,26,3689,4,4,3,443,11,Green,Loyal Customers,1,2
thayanh6789,14,2,13333,3,2,4,324,9,Green,Casual Players,1,0
the-madman,4,3,12,4,2,1,421,7,Green,New,1,1
the_right_way,10,1,1,3,1,1,311,5,Green,Casual Players,1,0
thebiggestloser,1,21,41,4,4,1,441,9,Green,Loyal Customers,1,2
thegamebeoi,31,75,966,1,4,3,143,8,Amber,Casual Players,2,0
thehappygamer,1,10,1443,4,3,3,433,10,Green,Casual Players,1,0
theia,13,63,19727,3,4,4,344,11,Amber,Loyal Customers,2,2
theia123,40,1,61,1,1,1,111,3,Green,Casual Players,1,0
themarc15,30,3,29,1,2,1,121,4,Green,Casual Players,1,0
theonlyqman,11,2,2000,3,2,3,323,8,Green,Casual Players,1,0
therabbit,16,1,100,2,1,1,211,4,Green,Casual Players,1,0
theratking,13,1,24,3,1,1,311,5,Green,Casual Players,1,0
thermalTP,13,4,20000,3,3,4,334,10,Amber,Casual Players,2,0
thermian,36,1,2,1,1,1,111,3,Green,Casual Players,1,0
thewall,27,1,59000,2,1,4,214,7,Green,Casual Players,1,0
thin,13,4,677,3,3,2,332,8,Green,Casual Players,1,0
thomashook,37,3,38400,1,2,4,124,7,Green,Casual Players,1,0
thukho,18,7,2090,2,3,3,233,8,Amber,Casual Players,2,0
tiagosantos,27,2,11350,2,2,4,224,8,Green,Casual Players,1,0
tie,4,2,4000,4,2,3,423,9,Green,New,1,1
tiit212,39,3,3040,1,2,3,123,6,Green,Casual Players,1,0
tinhyeu,5,2,73,4,2,1,421,7,Green,New,1,1
tisevgen,21,17,378,2,4,2,242,8,Green,Casual Players,1,0
tiuhtiaevs,36,16,1441,1,4,3,143,8,Amber,Casual Players,2,0
tjmo1995,16,5,8,2,3,1,231,6,Green,Casual Players,1,0
tl35725,3,29,38481,4,4,4,444,12,Green,VIP,1,3
tlaelel,1,94,601185,4,4,4,444,12,Green,VIP,1,3
tntndsrpn,24,1,30,2,1,1,211,4,Green,Casual Players,1,0
to0657,18,2,9000,2,2,4,224,8,Green,Casual Players,1,0
tolkach03,22,6,44,2,3,1,231,6,Green,Casual Players,1,0
tomboy1990,30,2,250000,1,2,4,124,7,Green,Casual Players,1,0
tomminer,1,40,155305,4,4,4,444,12,Green,VIP,1,3
tomxto,33,6,122,1,3,2,132,6,Green,Casual Players,1,0
toni12565,10,3,5,3,2,1,321,6,Green,Casual Players,1,0
tonifletcher4,7,1,1091,3,1,3,313,7,Green,Casual Players,1,0
tonna1945,11,29,246,3,4,2,342,9,Green,Loyal Customers,1,2
tori9,5,6,636,4,3,2,432,9,Green,Casual Players,1,0
toribio71518,4,1,2500,4,1,3,413,8,Green,New,1,1
torin,33,6,13301,1,3,4,134,8,Amber,Casual Players,2,0
totempole,39,1,72503,1,1,4,114,6,Green,Casual Players,1,0
toughtuna69,5,4,202,4,3,2,432,9,Green,Casual Players,1,0
toysstewart,28,82,1967,2,4,3,243,9,Amber,Casual Players,2,0
traf353,2,35,5181,4,4,3,443,11,Green,Loyal Customers,1,2
trailerparkboy,8,1,50,3,1,1,311,5,Green,Casual Players,1,0
tramponet,17,1,20,2,1,1,211,4,Green,Casual Players,1,0
tranhaop,28,1,2000,2,1,3,213,6,Green,Casual Players,1,0
trannam,1,4,10400,4,3,4,434,11,Green,Casual Players,1,0
traplord123,5,1,500,4,1,2,412,7,Green,New,1,1
trial012,30,6,56,1,3,1,131,5,Green,Casual Players,1,0
tribaltimmy,4,34,30194,4,4,4,444,12,Green,VIP,1,3
tribequest952,1,2,28,4,2,1,421,7,Green,New,1,1
trillphil3,23,33,4617,2,4,3,243,9,Amber,Casual Players,2,0
trippy,14,3,1500,3,2,3,323,8,Green,Casual Players,1,0
trondito,17,2,1500,2,2,3,223,7,Green,Casual Players,1,0
trongbinh,6,4,535985,3,3,4,334,10,Amber,Casual Players,2,0
trongtan,12,1,324,3,1,2,312,6,Green,Casual Players,1,0
trueeasy,23,42,6445,2,4,4,244,10,Red,Casual Players,3,0
tryu,34,2,3000,1,2,3,123,6,Green,Casual Players,1,0
tsbbld,12,1,648,3,1,2,312,6,Green,Casual Players,1,0
tsbhd,5,32,36789,4,4,4,444,12,Green,VIP,1,3
tsp0658,24,70,283,2,4,2,242,8,Green,Casual Players,1,0
tt1413143,21,5,240,2,3,2,232,7,Green,Casual Players,1,0
tt33lv,17,5,293,2,3,2,232,7,Green,Casual Players,1,0
tttrung,25,6,147,2,3,2,232,7,Green,Casual Players,1,0
tuner1,28,6,810,2,3,2,232,7,Green,Casual Players,1,0
tuoi12,9,1,50000,3,1,4,314,8,Green,Casual Players,1,0
turbodizel,17,8,15,2,3,1,231,6,Green,Casual Players,1,0
turtleguardian96,17,1,2,2,1,1,211,4,Green,Casual Players,1,0
tuttibien,4,12,40,4,4,1,441,9,Green,Loyal Customers,1,2
tvvmf789,4,1,3000,4,1,3,413,8,Green,New,1,1
twenty2,33,2,2177,1,2,3,123,6,Green,Casual Players,1,0
twotwok,30,45,395,1,4,2,142,7,Green,Casual Players,1,0
tyfgo,3,1,1308,4,1,3,413,8,Green,New,1,1
typhusg,1,4,39150,4,3,4,434,11,Green,Casual Players,1,0
tyrone1,7,4,4514,3,3,3,333,9,Amber,Casual Players,2,0
tytyhkin,3,4,1041,4,3,3,433,10,Green,Casual Players,1,0
ubersaki,3,8,1060,4,3,3,433,10,Green,Casual Players,1,0
ubicute,1,28,37961,4,4,4,444,12,Green,VIP,1,3
ubite,23,21,1329,2,4,3,243,9,Amber,Casual Players,2,0
udacha135,37,1,6000,1,1,4,114,6,Green,Casual Players,1,0
ughfuckthis,38,6,1374,1,3,3,133,7,Amber,Casual Players,2,0
ugneri,8,71,1402,3,4,3,343,10,Amber,Loyal Customers,2,2
uiucwarrior,15,1,800,3,1,2,312,6,Green,Casual Players,1,0
ujan14,23,5,5079,2,3,3,233,8,Amber,Casual Players,2,0
